Company Name,Country,Location & Zone,Description
Vishwakarma Engineering,IN,"Visit us at stand 12.C16 , subevent P-MEC India 2025","Providing S S fabrication works and Equipment like Pass Box, De - Dusting tunnel, VHP Pass box, LAF, RLAF etc."
Citizen Industries,IN,"Visit us at stand 15.C05 , subevent P-MEC India 2025","Citizen Industries, established in 1987, is one of the leading manufacturers of high quality laboratory furniture in India. With two large manufacturing facilities in Ahmedabad and Bengaluru, offices and representatives in 11 major cities across Ind..."
Jekson Vision Pvt. Ltd.,IN,"Visit us at stand 9.C45 , subevent P-MEC India 2025",About us: Pioneering Technologically innovations in Vision Inspection & Traceability. Jekson Vision was founded by Rishal Shah in 2001. His passion for developing vision inspection systems began during his studies at Penn State University in Pennsyl...
Rahul Ferromet & Engineering Pvt. Ltd.,IN,"Visit us at stand 11.D29 , subevent P-MEC India 2025","RENSA TUBES is one of the leading manufacturers for Hygienic & Ultra High Purity Electro-Polished & Mechanical Polished Stainless Steel Tubes in India. RENSA TUBES serve customers in various industries like Semiconductors, Bio-Tech, Pharmaceuticals,..."
Kitten Enterprises Pvt. Ltd.,IN,"Visit us at stand 12.F38 , subevent P-MEC India 2025","Kitten Enterprises Pvt Ltd, established in 1995 and based in Ahmedabad, Gujarat, manufactures high-quality products in the healthcare, filtration, and cleanroom sectors. Key offerings include anti-cancer injectables, filtration consumables (e.g., fi..."
Nicomac Taikisha Clean Rooms Pvt. Ltd.,IN,"Visit us at stand 11.D33 , subevent P-MEC India 2025","NICOMAC TAIKISHA CLEAN ROOM SYSTEM is most advanced for various industries including pharmaceuticals. We offer the highest quality products such as clean room panels, doors, windows and suspended ceilings manufactured according to international QA a..."
Schott Poonawalla Private Limited,IN,"Visit us at stand 10.D19 , subevent P-MEC India 2025","The company was established in 1997 as a premium manufacturer of pharmaceutical containers made of neutral glass in India under the name KAISHA Manufacturers Pvt Ltd. In 2008, it started a cooperation with SCHOTT, an international technology group a..."
Darshana Industries Pvt. Ltd.,IN,"Visit us at stand 12.C37 , subevent P-MEC India 2025","Darshana Industries Pvt Ltd, an independent family run business, started its operations way back in 1982. With great integrity, high ethical values, stringent quality control, backed up by highly motivated employee force with tremendous efforts and ..."
Shubham Automation Pvt. Ltd.,IN,"Visit us at stand 9.C30 , subevent P-MEC India 2025","Shubham Automation has been serving the packing and packaging industry with its engineered solutions for years now. Established in 1997 as a Automation Solutions provider, SAPL, designed and built its first quality assurance solution in 2007. This i..."
Sierra Instrumentation & Controls,IN,"Visit us at stand RH.A59 , subevent P-MEC India 2025","Sierra Instrumentation & Controls is a leading Independent Process Automation provider. Sierra works with clients on Batch and Continuous process projects ranging from single loop to plant-wide control systems of 10000 I/O's. Sierra Design, Integrat..."
Sharad Micro Die & Engg. Works,IN,"Visit us at stand 9.A43 , subevent P-MEC India 2025","Commencing the operation in 1975 with manufacturing of Dies & Punches of all varieties SHAMDEW® delivered quality product and provided effective solutions through working together with customer and rendered prompt services. This in turn, reciprocate..."
Skypack India Pvt Ltd,IN,"Visit us at stand 14.F32 , subevent P-MEC India 2025","Skypack India Pvt Ltd and its two sister concerns - Skyflex Packs Pvt Ltd and Skyroto Print Pvt Ltd - are in the business of providing flexible packaging material to Pharmaceutical and food industry. An exporter of films to European countries, Skypa..."
Cipriani Harrison Valves Pvt Ltd,IN,"Visit us at stand 12.C07 , subevent P-MEC India 2025",Founded in 1983 Cipriani Corporation was established as an importer and master distributor of hygienic stainless steel valves. During the 1980's and 1990's Cipriani Corporation began to grow and expand in the western part of the U.S. and in parts of...
SSPM Systems & Engineers Pvt. Ltd.,IN,"Visit us at stand 11.A39 , subevent P-MEC India 2025","SSPM is a leading provider of Pharmaceutical and liquid packaging machinery. We design and manufacture Solid Dosage equipment (Wet & Dry Granulation) and Liquid Packaging machinery. Since its inception in 2000, SSPM has installed Pharmaceutical and ..."
Industrial Equipwash Inc,IN,"Visit us at stand 9.A21 , subevent P-MEC India 2025","Industrial EquipWash Inc are India's leading manufacturers of sanitary stainless steel piping, cleaning & sanitising equipment,customised aseptic process equipment & clean room accessories for the pharma, bio-pharma, food, beverage, cosmetics, brewe..."
Concept Engineering,IN,"Visit us at stand 10.B43 , subevent P-MEC India 2025","SINGHANIA TABLETING is a group manufacturing Punches & Dies and ADEPT Tablet Presses for more than 50 years. Adept, Concept, Imperial Pharmachines & Pharmachine India belong to this group. Our 'Punches & Dies' strictly adhere to IPT/TSM/Euro norms ..."
Dhara Lifescience Pvt Ltd,IN,"Visit us at stand 6.N35 , subevent CPHI India 2025","DHARA LIFESCIENCE PVT. LTD. (India), the manufacturer, exporter & marketer of the world's most preferred coating material agent, i.e. Methacrylic acid co-polymers (DHARACOAT) and color ready-mix (READYCOAT). Our commitment is to never compromise on ..."
Tofflon (India) Pvt. Ltd.,IN,"Visit us at stand 11.A07 , subevent P-MEC India 2025","Established in 1993, Tofflon is a leading pharmaceutical equipment manufacturer in terms of freeze dryer, auto-loading systems, barrier systems, vial filling line, ampoule filling line and other pharmaceutical equipment, is a listed company, and it ..."
Ace Hygiene Product Pvt Ltd (Alfaa UV),IN,"Visit us at stand 9.A33 , subevent P-MEC India 2025","Alfaa UV specializes in the design, manufacture and sale of a complete range of UV air & water purification systems. Alfaa UV also holds the distinction of being the No. 1 manufacturer of Stainless Steel UV water purification systems in India. In 20..."
Vedic Pac-systems Pvt. Ltd.,IN,"Visit us at stand 12.F27 , subevent P-MEC India 2025","Vedic Pac Systems is the exclusive partner & representative of several renowned companies from Germany, Italy & UK, providing turnkey solutions to the pharma industry in India. Trust Vedic for state-of-the-art solutions for ingredient automation/vac..."
Inkarp Instruments Private Limited,IN,"Visit us at stand RH.C62 , subevent P-MEC India 2025","Inkarp Instruments Private Limited is one of the reputed suppliers of all scientific / analytical instruments in India founded by Mr. S. Balu in the year 1985. The company caters to the needs of Pharma, Biotechnology, Life Sciences, Diagnostics mark..."
Anish Pharma Equip Pvt. Ltd.,IN,"Visit us at stand 11.B39 , subevent P-MEC India 2025","Anish Pharma Equip Pvt Ltd has been a global brand for pharma process solutions for 32+ years. Our speciality is Fluid Bed Systems, Mixer Granulators, Granulation Lines, Pelletisation Lines, and Liquid & Ointment Plants. Seven out of the top ten Ind..."
Farmachem Life Pvt Ltd,IN,"Visit us at stand 2.F20 , subevent CPHI India 2025",Farmachem is a trusted and established name in the pharmaceutical industry enjoying good relations with most of the pharma companies the promoters have networked nationally & internatinally supporting and serving customers worldwide for more than 25...
Neelkanth Finechem LLP,IN,"Visit us at stand 1A.M08 , subevent CPHI India 2025","Neelkanth Finechem LLP is a prominent player in the field of mineral processing, herbal raw materials, and excipients for pharma, cosmetics, and food industries. Founded as part of the Neelkanth Group, which dates back to 1956, the company has earne..."
Esschem Pvt. Ltd.,IN,"Visit us at stand 6.L19 , subevent CPHI India 2025","We are Esschem, a young company with core competency in sourcing Active Pharmaceutical Ingredients (APIs). Young and flexible in spirit, we are a growing enterprise, ever adapting to the changing expectations of the pharmaceutical market. We represe..."
Hindustan Platinum,IN,"Visit us at stand 2.D28 , subevent CPHI India 2025","Established in 1961, Hindustan Platinum is a leading global refiner and manufacturer of precious metal products and industrial services. Operating in over 50 countries, with subsidiaries in the UAE and Puerto Rico, serving industries across chemical..."
DKSH India Pvt. Ltd.,IN,"Visit us at stand 8.R08 , subevent CPHI India 2025","DKSH's purpose is to enrich people's lives. For more than 150 years, we have been delivering growth for companies in Asia and beyond across our Business Units Healthcare, Consumer Goods, Performance Materials, and Technology. As a leading Market Exp..."
Eastern Chemicals,IN,"Visit us at stand 1.B02 , subevent CPHI India 2025","Eastern Chemicals (Mumbai) Pvt Ltd is one of the leading names in the Indenting market (indenting pharmaceuticals raw materials i.e. API, Intermediates of API's, fine chemicals and Agrochemicals) in India Market."
Ion Exchange (India) Ltd.,IN,"Visit us at stand 12.F21 , subevent P-MEC India 2025",Ion Exchange (India) Ltd offers over 50 years' specialist experience in total water & environment solutions. Our range includes INDION resins for various applications with state-of-the-art ISO 9001 & 14001 certified and FDA approved pharmaceutical ...
K. Sevantilal & Co.,IN,"Visit us at stand 1.B06 , subevent CPHI India 2025","'K.Sevantilal & Co' was founded in the year 1947 as a family enterprise. Today the company has evolved into one of the largest companies in the imports-distribution of Vitamins, API's, Carotenoids, Nutraceuticals, Food, Feed, Aroma & Cosmetic chemic..."
Kawarlal & Co,IN,"Visit us at stand 6.N32 , subevent CPHI India 2025","Distributor of excipients, pharmaceutical raw materials, drugs, milled lactose, impalpable lactose, spray dried lactose, sodium starch glycolate ... We Kawarlal & Co. are one of the largest & oldest importers of Pharmaceuticals Excipients in India &..."
Kronox Lab Sciences Ltd,IN,"Visit us at stand 7.N03 , subevent CPHI India 2025","We herewith introduce KRONOX Lab Sciences as a manufacturer of high purity bulk fine chemicals & our manufacturing facility located near Vadodara, Gujarat, INDIA. We have highly experienced production team and also having fully equipped lab. We have..."
Lee Pharma Ltd.,IN,"Visit us at stand RH.E22 , subevent CPHI India 2025","Lee Pharma Limited has been established in 1997 in India.  We manufacture several intermediate chemicals, Active Pharmaceutical Ingredients & Semi-finished Dosage Forms like Pellets, Mups, Sachets & Granules and Finished Formulations. Our expertise in the field won us numerous clients in India as well as across t..."
Biolinx Labsystems Pvt Ltd,IN,"Visit us at stand RH.C06 , subevent P-MEC India 2025","We offer world class products and equipment such as Automated Glassware Washer, Freezers, Refrigerators, Ultra low temperature freezers, Ovens, Incubators, Explosion proof Freezers/Refrigerators, Water purification systems, Flexible Isolators for Bi..."
Gopaldas Visram & Co. Ltd.,IN,"Visit us at stand 5.J12 , subevent CPHI India 2025","GVCL is one of the largest manufacturers of pharma products which include topicals, liquids, suspensions, ointments and powders. With group companies like Cheryl Laboratories Pvt Ltd; also manufactures first of its kind innovative cosmetic and cosmo..."
Admac Lifesciences,IN,"Visit us at stand 5.H19 , subevent CPHI India 2025","Admac Lifesciences aim to facilitate hospitals and other healthcare organizations to maximize their potential with our innovative quality healthcare products. We provide a wide array of customized solutions right from conceptualization, to planning ..."
Advent Chembio Pvt Ltd,IN,"Visit us at stand 1A.L02 , subevent CPHI India 2025","ADVENT CHEMBIO PVT LTD is a Mumbai based Chemicals Manufacturing Company and aspires to be a leading supplier of Analytical reagents, Fine & Specialty chemicals, Customized intermediates, and a trusted partner in quality to meet the growing developm..."
Aptar Pharma India Pvt.Ltd,IN,"Visit us at stand 5.H09 , subevent CPHI India 2025","Innovation at the core, driving patient-focused drug delivery solutions We are the Aptargroup business segment dedicated to the evolving needs of biotechnology, healthcare and pharmaceutical companies with innovative drug delivery solutions. With a ..."
Archerchem Healthcare Ltd,IN,"Visit us at stand 4.I06 , subevent CPHI India 2025","Archerchem Group, was founded more than 2 decades ago by Mr Anil Dhedia and Mr Devang Parekh with an aim to provide unparalleled service to the pharma industry, what started as an Indenting firm in Pharmaceutical Bulk Drugs, Intermediates and has ev..."
Cosmos International,IN,"Visit us at stand 2.B36 , subevent CPHI India 2025","Cosmos International – A dynamic indenting company with a vision to be the best in its field and a partner in growth to our valued suppliers, customers. With Promoter's experience in Indenting and business for more than 15 years, we have earned resp..."
Avantor Performance Materials India Pvt. Ltd.,IN,"Visit us at stand RH.K48 , subevent P-MEC India 2025","Avantor is a leading global provider of integrated, tailored solutions for the life sciences and advanced technology industries. Strengthened by the recent acquisition of VWR, the Company is a trusted end-to-end partner to customers and suppliers fr..."
Canton Laboratories Pvt. Ltd,IN,"Visit us at stand 4.I27 , subevent CPHI India 2025",
Capsugel Healthcare Private Limited,IN,"Visit us at stand 8.Q20 , subevent CPHI India 2025","Capsugel is a global leader in delivering high-quality, innovative dosage forms and solutions to healthcare companies around the world. Our customers turn to us for the science and engineering expertise they need to bring better medicines and nutrit..."
Chemet,IN,"Visit us at stand 2.B01 , subevent CPHI India 2025",CHEMET is a trusted name in Indian Chemical Sector in general and Pharma segment in particular. Founded in 1968 CHEMET represents a Galaxy of Principals acros the globe and caters to multitude of products for Industries like Pharmaceutical Intermedi...
Colorcon Asia Pvt Ltd,IN,"Visit us at stand 8.Q24 , subevent CPHI India 2025","Colorcon has a firm commitment to providing best-in-class pharmaceutical products and services to support all phases of solid dose design and development, along with superior technical support dedicated to meeting our customers' needs. Our focus on ..."
Arihant Innochem Pvt. Ltd.,IN,"Visit us at stand 8.R02 , subevent CPHI India 2025","The family owned business, Arihant Innochem Pvt Ltd (formerly Arihant Trading Company) is an independent business enterprise founded in 1989. Arihant has evolved into a niche marketer and supplier of Speciality Chemicals in India. We are committed t..."
Signet Excipients Private Limited,IN,"Visit us at stand 8.Q02 , subevent CPHI India 2025","Incorporated in 1986, Signet Excipients Pvt. Ltd. is a pioneer in the excipients business in India. Based in Mumbai, it partners with 22 leading principals from USA, Europe & Japan. With the highest level of service, strong infrastructure and a robu..."
Sudarshan Pharma Industries Limited,IN,"Visit us at stand 2.A03 , subevent CPHI India 2025","The company is engaged in chemicals, Solvents, Drug intermediates and immense in production in name of Sudarshan Speciality Chemsolve P. Ltd.We have our Clientele in small and large-scale industries such as Pharmaceuticals, Adhesives, Dyes, Agro to ..."
Synokem Pharmaceuticals Ltd.,IN,"Visit us at stand 3.G02 , subevent CPHI India 2025","Overview Synokem Pharmaceuticals Ltd started its operations in the 1982, with a vision of empowering life with quality medicines on competitive prices and timely availability to each segment of population. Started operations with own ethical marketi..."
Teva Pharmaceutical & Chemical Industries India Pvt. Ltd.,IN,"Visit us at stand 1.B11 , subevent CPHI India 2025","TAPI is the leading international supplier of active pharmaceutical ingredients (APIs). With the industry's broadest portfolio of more than 370 high quality API products, we serve nearly 1,000 customers in more than 100 countries. A stand-alone unit..."
Trichem Pharmascience LLP,IN,"Visit us at stand 4.J20 , subevent CPHI India 2025","Established in 1998, Trichem has evolved as an Active Pharmaceutical Ingredients and Intermediate sourcing company for regulated and non-regulated markets. Indenting being the main focus, we represent manufacturers globally on an exclusive and non-e..."
Vaishali Pharma Ltd,IN,"Visit us at stand 5.H20 , subevent CPHI India 2025",Vaishali Pharma Ltd is a 30 year old reputed and fast growing Organization in Pharmaceutical & Healthcare Industry.Which acts as a one stop destination for all healthy healthcare solutions. VPL is into 9 different Sectors Of Pharmaceutical Market Ø ...
Scope Ingredients Pvt Ltd,IN,"Visit us at stand 6.O19 , subevent CPHI India 2025",Scope Ingredients techno-commercial team serving Pharma & Cosmetic Industries since more than 50 years was formed by Chairman Mr. Vijaylal Jain with the ambition of providing Single Window Ingredients Solutions. Our speciality ingredients comprises ...
Viswaat Chemicals Ltd.,IN,"Visit us at stand 7.N05 , subevent CPHI India 2025","Viswaat Chemicals Ltd., a leading manufacturer and supplier of high-quality chemical products with GMP and FDA facility. Our company has been at the forefront of the chemical industry for over 24 years, delivering innovative solutions and exceptiona..."
Vital Therapeutics & Formulations Pvt. Ltd.,IN,"Visit us at stand 5.H01 , subevent CPHI India 2025",Vital Therapeutics & Formulations Pvt Ltd is one of the most successful companies in the area of Contract Manufacturing of Formulations. Our State-of-the-art manufacturing facilities with high production capacities meeting global regulatory require...
Yasham Speciality Ingredients Pvt Ltd,IN,"Visit us at stand 6.N24 , subevent CPHI India 2025","We at Yasham Speciality Ingredients Pvt Ltd have achieved success through our initiatives of bringing together reputed international manufacturers to Indian Pharmaceutical, Cosmetics, Food & Nutraceuticals and Chemicals over last 20 years. We are te..."
Zim Laboratories Ltd,IN,"Visit us at stand 5.H18 , subevent CPHI India 2025","Zim provides innovative drug delivery solutions targeting patient convenience and adherence. It uses proprietary technologies (modified release and taste masking), to develop and manufacture differentiated pharmaceutical products. We offer oral sol..."
Gangwal Healthcare Private Limited,IN,"Visit us at stand 8.Q10 , subevent CPHI India 2025","Gangwal Healthcare – a solutions provider for Complex, Innovative & Cutting-edge technological formulations! Gangwal Healthcare is a efficacious solution provider and manufacturer that combines innovative research and smart, seamless technology tha..."
Unilab Chemicals and Pharmaceuticals Pvt. Ltd.,IN,"Visit us at stand 4.G28 , subevent CPHI India 2025","Unilab is a quality manufacturer of APIs, Bulk Drugs, Finished Formulations, Speciality Chemicals and Personal Care Ingredients, since 1978. Committed to quality, our manufacturing plant is WHO GMP Certified and US FDA Approved , and we hold DMFs fo..."
MEHTA API PVT LTD,IN,"Visit us at stand 4.J35 , subevent CPHI India 2025","Mehta API is EU-GMP by Swiss-Medic (PICS), EDQM, TGA, WHO -GMP certified & PMDA US-FDA approvable facility with land area 26,580 sq. mt. Mehta API Pvt Ltd is engaged in manufacturing and marketing of APIs & Advance Drug Intermediates.... Globally. ..."
Melody Healthcare Pvt. Ltd.,IN,"Visit us at stand 1.B21 , subevent CPHI India 2025","Melody Healthcare is one of the leading Indian pharmaceutical companies engaged in manufacturing of active pharmaceutical ingredients (API). Our product portfolio caters primarily to the Respiratory, Cardiovascular and Anti-Biotic Therapeutic catego..."
Merck Life Science Pvt Ltd,IN,"Visit us at stand 8.S20 & RH.A01 , subevent CPHI India 2025 & P-MEC India 2025",Merck's Life Science business accelerates access to better health for everyone. We offer products used by pharmaceutical and biotechnology companies to develop and manufacture drugs safely and efficiently. We provide an extensive range of products t...
Micro Orgo Chem,IN,"Visit us at stand 1.C11 , subevent CPHI India 2025",Micro Orgo Chem is involved in the manufacturing of a wide range of Active Pharmaceuticals Ingredients (API's) and is an innovative and dynamic Indian pharmaceutical company supplying highly integrated portfolio of finished Dosage Forms to pharmaceu...
Neelikon Food Dyes And Chemicals Limited,IN,"Visit us at stand 6.M10 , subevent CPHI India 2025","We are a leading manufacturer of high-quality dyes for the Pharmaceutical, Food, Cosmetic, and Personal Care industries, with over 40 years of expertise. Certified with FSSC 22000, ISO 9001, and GMP, we offer dyes, lakes, iron oxides, and pigments s..."
Norex Flavours Pvt Ltd,IN,"Visit us at stand 2.C32 , subevent CPHI India 2025","Established in 1994, Norex Flavours Private Limited is a renowned manufacturer, importer and exporter of a wide range of essential oil & aromatic chemicals."
Shah TC Distribution LLP,IN,"Visit us at stand 1.B08 , subevent CPHI India 2025","WELCOME TO SHAH TC A GOOD DISTRIBUTOR CHANGES EVERYTHING!! With over two decades of pharmaceutical expertise, a team of more than 100 professionals spread across India/ China and our multilocation distribution facilities, SHAH TC has established its..."
Pioma Chemicals,IN,"Visit us at stand 8.Q01 , subevent CPHI India 2025","Established over three decades ago, Pioma Chemicals is a trusted distributor & source of fine quality ingredients for the Pharma, Home & Personal Care, Nutra & Food segments. Sourced from selected principals from across the globe, our ingredients po..."
Ruskin ChemiPharm,IN,"Visit us at stand 2.B08 , subevent CPHI India 2025",Ruskin Chemipharm is a Leading Indenting Company based in Mumbai. We have turn over of more than USD 50 Million. We have registered more than 50 API's from China and Korea with Indian Drug Authorities. We specialize in: 1) Registration 2) Indenting ...
Salicylates & Chemicals (P) Ltd,IN,"Visit us at stand 6.L02 , subevent CPHI India 2025",Salicylates and Chemicals is one of largest manufactures of preservatives for personal care and pharmaceutical application. We have the complete range of preservatives and sunscreen chemicals for cosmetics and pharmaceutical industry. We understand ...
Flocon Industries Pvt. Ltd.,IN,"Visit us at stand 12.F04 , subevent P-MEC India 2025","Flocon Industries is one of the reputed manufacturers of purified water storage & distribution systems, in particular we manufacture stainless steel valves, pendents, centrigual pump fittings & filter housing."
R L Fine Chem Pvt. Ltd,IN,"Visit us at stand RH.D34 , subevent CPHI India 2025","R L Fine Chem has served the industry with quality Active Pharmaceutical Ingredients (APIs) and Organic Intermediates. We are a manufacturer, exporters & wholesale supplier of nitrazepam b.p., Doxepin Hcl, lorazepam b.p., Clonazepam, Cyproheptadine..."
Rumit Life Care,IN,"Visit us at stand 2.C29 , subevent CPHI India 2025","We are an exporter and contract manufacturer for API and Intermediates that we currently export to Turkey, Egypt , other middle east countries and Latin America. Our products include: Etodolac, Oxolamine Phosphate and Citrate, Rosuvastatin Calcium,..."
The Bombay Engineering Works,IN,"Visit us at stand 10.B25 , subevent P-MEC India 2025","The company THE BOMBAY ENGINEERING WORKS was established in the year 1964 with a modest beginning to carry out custom build sheet-metal fabrication jobs, very quickly the company started manufacturing all types of OVENS (TRAY DRIERS etc ). A team ..."
Toshvin Analytical Pvt. Ltd.,IN,"Visit us at stand 15.C36 , subevent P-MEC India 2025","Toshvin Analytical is one of India's leading companies in the field of sales, marketing and servicing of high technology analytical and laboratory instruments.Since our inception in 1948, our purpose has been to support the growth and development of..."
Captech Systems,IN,"Visit us at stand 10.B03 , subevent P-MEC India 2025","CAPTECH has been manufacturing Capsule filling Machines automatic, Semi Automatic, Manual and other ancillary machinery for last ten years. CAPTECH has established an unparalleled value –chain in order to serve customer base with a complete solution..."
Crystal Automation Pvt. Ltd,IN,"Visit us at stand 12.D35 , subevent P-MEC India 2025","Crystal Automation specialises in design, engineering and manufacturing of GMP grade mechanical pneumatic material handling and ingredient processing systems for the Pharmaceutical, Food, Beverages and Chemical industries. The equipment manufactured..."
Mark Vi Trac Systems,IN,"Visit us at stand 11.A47 , subevent P-MEC India 2025","Mark Vi Trac Systems is a Mumbai based company dealing in printing and packaging solutions for the pharmaceutical industry. Founded in 2011 by Hemant Malavia, the company provides quality and genuine products backed by a qualified support team at re..."
Brothers Pharmamach (I) Pvt Ltd,IN,"Visit us at stand 11.A01 , subevent P-MEC India 2025","Brothers Pharmamach, the largest manufacturer & supplier of Pharmaceutical and Packaging Machinery in India. Products include:- including labelling machine, washing and air jet cleaning pharma machine, injectable powder filling machines, dry syrup ..."
Elomatic Pharmalab Consulting & Engineering Pvt. Ltd.,IN,"Visit us at stand 15A.C92 , subevent P-MEC India 2025","Elomatic, India is a turnkey engineering & consulting company dedicated to the pharmaceutical & biotech industry. It is a Joint Venture of Elomatic Oy, Finland. Elomatic is a multidiscipline industrial engineering, consulting, and software Design C..."
Osworld Scientific Equipments Pvt. Ltd.,IN,"Visit us at stand 14.B47 , subevent P-MEC India 2025","Osworld Scientific Equipments Pvt Ltd is one among the leading instrumentation companies with the experience and expertise of over 40 years of service. We are a a manufacturer, supplier and exporter of laboratory and medical equipment. Along with a ..."
Bharat Rubber Works Pvt Ltd,IN,"Visit us at stand 15.A34 , subevent P-MEC India 2025","Bharat Rubber Works Pvt. Ltd., we come to work every day to solve one of the biggest problems of the Pharmaceutical and Healthcare Industry. We have delivered high-quality packaging solutions for the care of people all around the world for the past ..."
Thermo Fisher Scientific India Pvt Ltd,IN,"Visit us at stand 15.D17 , subevent P-MEC India 2025","Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of approximately $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating lif..."
Maharshi Pharma Chem Pvt Ltd,IN,"Visit us at stand 4.G36 , subevent CPHI India 2025","Maharshi Pharma Chem Pvt Ltd, is an Indian Cortico steroid manufacturing company. We have constructed a state of art manufacturing facility which fulfills cGMP standards and maintain high degree of quality standards for manufacturing of cortico ster..."
Shah Brothers,IN,"Visit us at stand 12.B38 , subevent P-MEC India 2025","Found in the year 1946, Shah Brothers as a dynamic organization has peaked satisfying every customer need in the Pharmaceutical & Biopharma segment. With each passing day and every satisfied customer we meet expectations to deliver the best. It is t..."
Humidity Technologies Pvt Ltd.,IN,"Visit us at stand 9.A31 , subevent P-MEC India 2025","Humidity Technologies Pvt Ltd represents 'Condair' - a world leader in humidification. Product range includes industrial humidifiers and industrial dehumidifiers (solid desiccant dehumidifier) for various industrial applications like Pharmaceutical,..."
Ambica Pharma Machines Pvt. Ltd.,IN,"Visit us at stand 11.C39 , subevent P-MEC India 2025",The 1st Indian made Automatic High Speed Wet Glue Labeling Machine was manufactured and launched by the late Mr. Kalidas Mistry in the year 1969. The last 40 years has seen consistent growth in the company placing them amongst the leading manufactur...
Swiss Engineering Pvt Ltd,IN,"Visit us at stand 10.D25 , subevent P-MEC India 2025","Swiss has made a steady progress from 1989 till today. Starting with small production house in Andheri (Mumbai). we now have our own premises in Vasai with a large area of 40,000Sq. feet constructed & 20,000sSq. feet-open space, with in-house Pressi..."
Allegro Global Pvt. Ltd.,IN,"Visit us at stand 12.F45 , subevent P-MEC India 2025",ALLEGRO PHARMACHEM EQUIPMENTS was founded in 2001 by its Founder Director Mr.Harish Panchal. Although our roots first appeared in the early 1993s as a pioneer in Storage System (SS Cabinets) for the Punches & Dies for the Pharmaceutical Industry. Lo...
Virupaksha Organics Ltd.,IN,"Visit us at stand RH.D18 , subevent CPHI India 2025","VIRUPAKSHA ORGANICS LIMITED is an integrated Active Pharmaceutical Ingredients (API's) and intermediates manufacturing company based at Hyderabad, Telangana, India. The company is managed by professionals from pharma industry having more than 25 yea..."
West Pharmaceuticals Packaging India Pvt. Ltd.,IN,"Visit us at stand 14.C01 , subevent P-MEC India 2025","West Pharmaceutical Services, Inc. is a leading manufacturer of packaging components and delivery systems for injectable drugs and healthcare products. Working by the side of its customers from concept to patient, West creates products that promote ..."
Umalaxmi Organics Pvt Ltd,IN,"Visit us at stand 3.G15 , subevent CPHI India 2025","Umalaxmi is an Indian manufacturer specializing in botanical extracts. Our range includes solvent, aqueous, and CO2-oil & extract products like Lutein, Senna, Ashwagandha, Coleus, Cinnamon, Boswellia, Garcinia, Curcumin, Bacopa, Valerian. With 3 lar..."
Enercon Asia Pacific Systems Private Limited,IN,"Visit us at stand 12.D20 , subevent P-MEC India 2025","Enercon is the world's leading induction sealing company. In fact, Enercon induction cap sealers reliably seal over 50 million containers around the planet each and every day. With customers in over 50 countries there isn't a heat sealing applicatio..."
Mehta Pharmaceutical Industries,IN,"Visit us at stand 4.K12 , subevent CPHI India 2025",Mehta Pharmaceutical Industries engaged in Manufacturing and marketing of APls & Advance Drug Intermediates... locally since 1970 and globally since 1982. we are the primary vendor to top Indian and Multinationals for a select range of their proprie...
Metrochem API Pvt Ltd.,IN,"Visit us at stand 3.D07 , subevent CPHI India 2025","Metrochem's unique value proposition lies in ability to deliver end to end support for a dynamic, ever increasing product portfolio. Our in-house market research and analytics team meticulously selects APIs that provide a unique and competitive mark..."
Jay Instruments & Systems Pvt Ltd,IN,"Visit us at stand 12.B04 , subevent P-MEC India 2025","JISL - JAY INSTRUMENTS & SYSTEMS PVT. LTD. is a part of Jaysynth group with 25 years of experience in Manufacturing & selling quality scales & systems & Marketing sophisticated, high-tech instruments for diverse application. Jay Instruments & System..."
Allied,IN,"Visit us at stand 12.F34 , subevent P-MEC India 2025","ALLIED is the toolkit solution for all your Pharmaceutical Equipment and Machinery requirements. We are well known as one of the leading manufacturers, suppliers, and exporters catering to the needs of the pharma industry. The superlative assortment..."
S.K. Pharma Machinery Pvt Ltd,IN,"Visit us at stand 11.B47 , subevent P-MEC India 2025","S.K. Pharma Machinery Pvt Ltd captures the spirit of innovation, pioneering tailored solutions for entire process systems. since 2000, our focus lies in process engineering. SK's entire range of machinery for ointments, liquids and bioceutical proce..."
AGARAM Industries,IN,"Visit us at stand 14.B40 , subevent P-MEC India 2025","Agaram Industries, founded in the year 1959, started out as a laboratory glassware manufacturer. Later in the beginning 80s Laboratory Instruments were added to the product portfolio. Agaram were the dealers for Bausch & Lomb UV-Vis Spectrophotomete..."
Sachin Industries Ltd.,IN,"Visit us at stand 12.D16 , subevent P-MEC India 2025","We at Sachin Filtech, are a team of highly qualified and professionally experienced Chemical engineers, Chemist and Plastic technologists & Mechanical Engineers equipped with in house facilities of polypropylene moulding, Foundry, Machine Shop, Asse..."
Hydropure Systems Pvt. Ltd.,IN,"Visit us at stand RH.M54 , subevent P-MEC India 2025",Hydropure is a globally renowned company proving reliable solutions to the industry for its water and waste water treatment problems worldwide. The company was established in 2001 with the philosophy of continuous innovation and improvement in techn...
Galaxy Sivtek Pvt Ltd,IN,"Visit us at stand 12.F26 , subevent P-MEC India 2025","Established Since 1990...Still Growing & Prospering! Headquartered in Vadodara, Gujarat, India Galaxy Sivtek, an ISO 9001:2008 company is primarily engaged in design, development, manufacturing and commissioning of industrial sieves, separators and ..."
